fit,upr,lwr,wtp
5.399661986085638,10.067456725495429,0.8158613158901126,221.33159040157472
8.114507666770045,12.685692209781408,3.3696468450631034,3342.6115002859588
8.120969940568568,12.631118772964154,3.478628250906629,3364.282316962132
6.763473220714241,11.925912153910446,1.5867981996800136,865.6435517012148
7.242654031621164,12.367677491271692,1.9239572401618472,1397.7988546125873
8.796612578014816,13.915688955098572,3.6806591277622176,6611.80904207417
7.243388963542825,11.721639503574261,2.6206351507156174,1398.8265191964003
5.873491744869664,10.533169396460028,1.2112778308145582,355.4880893947038
6.565179811596687,10.90606127872691,1.886549340033559,709.9395400829142
6.097439466483722,11.427242779119792,0.9097273833538195,444.7175966677954
7.0322872930140985,12.159350768590027,1.6071259434585672,1132.618279557644
4.142946755451094,9.343623021166229,-1.1268509139719798,62.98815894367447
