fit,upr,lwr,wtp,wtp_ypred,TE_MA,TE_UnitTransfer,lowerC1_wtp,upperC1_wtp,qchange
4.959577883404504,1.1596752014816027,-3.951165589230897,94.7419743739079,141.53361739139265,49.38850317053479,20.628772950925246,-0.9807677282230248,2.188897358755635,700
4.822841973339427,1.1243040139146918,-3.8701820946947145,97.1105237332556,123.3178973588229,26.987161244803954,17.68660775700022,-0.9791454284274032,2.078073806701741,600
4.561554233598328,1.065855870297698,-3.8801974306458398,99.4790730926033,94.7321543934354,4.771776165173035,14.884545667547838,-0.9793532515215939,1.9033227887402022,500
3.7000779964707036,0.9999719980172087,-3.8822686717649666,106.584721170646,39.45045923008971,62.986759455956076,7.225575956378371,-0.9793959716588935,1.7182057122437704,200
1.93292176396909,-2.146852510394819,-7.064111833711639,3.87269524868085,5.909669199887919,52.59835386998034,2851.0734467333627,-0.999144745808927,-0.8831486319586453,700
1.733668887163759,-2.371381480081281,-7.06725472776662,3.96951262989787,4.661386841287077,17.429701726556992,2779.096045593526,-0.9991474295626537,-0.9066483263209563,600
0.6167884460342608,-2.1954010249100038,-7.1549054796611715,4.35678215476596,0.8529675704323936,80.42207436285706,2523.17639709632,-0.9992189766255203,-0.8886860870989935,200
5.874367865811712,0.8086155378417746,-4.773639127323603,349.630823033765,354.7996764285032,1.4783746323873141,67.31235531093661,-0.9915504249373691,1.2447979964623794,2499
1.3079951121227626,-2.3882770193632523,-7.557113977741014,3.39052467386267,2.698750693110604,20.403154298946884,3270.7491361956145,-0.9994776193272613,-0.9082123038644828,500
2.512094895871554,-1.0938793041401516,-6.2997275543200235,12.6674612261031,11.330734627196911,10.552442790601754,802.201941784692,-0.99816319486151,-0.6650852657363774,500
2.710649509614357,-0.9138326106730302,-6.2229352945346115,9.53144589455185,14.03904034465126,47.291822247828534,1099.0424372240393,-0.998016585242105,-0.5990155420567832,500
2.9900648201794793,-0.552644638908179,-6.210848332834594,32.7903896003371,18.886971526850196,42.40089319751166,248.5352950961895,-0.9979924663152551,-0.4245739976869196,500
5.396570789429898,0.22298717618614897,-5.812892865623226,196.935783884255,219.64846730739276,11.533040352121429,41.967844084702016,-0.9970112285599202,0.24980454637236527,3000
4.727496555999372,2.5378003888129275,-2.6751176580183396,115.053042420829,112.01228798150336,2.642915280939277,0.6666153697166555,-0.9311012785692824,11.651811276198796,110
2.650052103951062,1.8337753041112062,-3.1580494829646044,14.5304942882807,13.154776145925892,9.46780002841588,686.5257636066823,-0.9574914260315539,5.25746595796234,29
3.1714707505457875,1.8693419784755314,-3.172960706219208,19.9212015570729,22.842524988737875,14.664393727936432,473.69070248751416,-0.9581205784944709,5.484028364982071,45
3.369217350916882,1.716502033285994,-3.3049437436091846,26.3758595665859,28.055777678808415,6.3691501995662385,333.2980347738421,-0.9632987235403362,4.565028095298894,60
6.58795002092811,-1.90531147796731,-6.894184815333633,467.3980048432,725.2904625205235,55.17619994202582,75.54844480025858,-0.9989863370396757,-0.8512237051335462,58000
6.103979441790933,-2.050289583400666,-7.071629783870482,772.561601370849,446.63557010535266,42.187707839370546,85.20686493427402,-0.9991511514584612,-0.8713023705061211,40000
3.6975649039146035,-3.8437686204811086,-8.193518569303672,83.8153630357571,39.348931110323285,53.052841764180705,36.35457393171308,-0.9997235605005115,-0.978587247441268,16000
4.568433272543041,-3.7584419948412404,-8.16589022578263,74.2081055531165,95.39296989367126,28.547911555822047,54.00754446550549,-0.9997158164500093,-0.9766799551635582,41000
5.0644715412908745,-3.5781303174011017,-8.245982753846425,84.1585774957782,157.2967666611602,86.90521078383361,35.79849441069541,-0.999737689791808,-0.9720721342836928,66000
4.754987854734974,0.35156612168483203,-5.140796639930193,130.349480176705,115.16224233461256,11.65116870547104,12.323331860015024,-0.9941469748979342,0.42129172226204803,1125
3.3958588580049405,-2.4989680001131416,-7.879853018548603,32.2751561059927,28.840271028085137,10.642504924305507,254.09923589960584,-0.999621711345888,-0.9178302459405309,5000
5.28799684324718,2.4902042225814536,-3.204332421078133,194.958162929925,196.94651011189728,1.019884036703278,41.37917620930616,-0.9594140130545161,11.063739556925777,330
4.104559058597082,-1.2195013871130838,-6.198463134424605,63.7494480822351,59.61601054524579,6.483879721840541,79.2738362366669,-0.9979674480036806,-0.7046225908047546,2500
3.9880890909821574,-1.2679744483263558,-6.233739297087299,47.7866901255762,52.951694017644165,10.808457079774964,139.15881358679286,-0.9980378987174711,-0.7185989627645848,2500
4.0329197846156335,-1.2820528998603908,-6.208915251094749,57.8073741197682,55.425421039957406,4.120500396499144,97.70156125746438,-0.9979885818352479,-0.7225328968029028,2500
